"","ibgeID","cidade","estado","pop"
"2","1100015","Alta Floresta D'Oeste","RO",22945
"3","1100023","Ariquemes","RO",107863
"4","1100031","Cabixi","RO",5312
"5","1100049","Cacoal","RO",85359
"6","1100056","Cerejeiras","RO",16323
"7","1100064","Colorado do Oeste","RO",15882
"8","1100072","Corumbiara","RO",7391
"9","1100080","Costa Marques","RO",18331
"10","1100098","Espigão D'Oeste","RO",32374
"11","1100106","Guajará-Mirim","RO",46174
"12","1100114","Jaru","RO",51775
"13","1100122","Ji-Paraná","RO",128969
"14","1100130","Machadinho D'Oeste","RO",39991
"15","1100148","Nova Brasilândia D'Oeste","RO",20474
"16","1100155","Ouro Preto do Oeste","RO",36035
"17","1100189","Pimenta Bueno","RO",36660
"18","1100205","Porto Velho","RO",529544
"19","1100254","Presidente Médici","RO",18986
"20","1100262","Rio Crespo","RO",3764
"21","1100288","Rolim de Moura","RO",55058
"22","1100296","Santa Luzia D'Oeste","RO",6495
"23","1100304","Vilhena","RO",99854
"24","1100320","São Miguel do Guaporé","RO",23005
"25","1100338","Nova Mamoré","RO",30583
"26","1100346","Alvorada D'Oeste","RO",14411
"27","1100379","Alto Alegre dos Parecis","RO",13241
"28","1100403","Alto Paraíso","RO",21428
"29","1100452","Buritis","RO",39654
"30","1100502","Novo Horizonte do Oeste","RO",8538
"31","1100601","Cacaulândia","RO",6230
"32","1100700","Campo Novo de Rondônia","RO",14139
"33","1100809","Candeias do Jamari","RO",26693
"34","1100908","Castanheiras","RO",3052
"35","1100924","Chupinguaia","RO",11182
"36","1100940","Cujubim","RO",25215
"37","1101005","Governador Jorge Teixeira","RO",7767
"38","1101104","Itapuã do Oeste","RO",10458
"39","1101203","Ministro Andreazza","RO",9660
"40","1101302","Mirante da Serra","RO",10947
"41","1101401","Monte Negro","RO",15852
"42","1101435","Nova União","RO",6970
"43","1101450","Parecis","RO",6074
"44","1101468","Pimenteiras do Oeste","RO",2169
"45","1101476","Primavera de Rondônia","RO",2856
"46","1101484","São Felipe D'Oeste","RO",5172
"47","1101492","São Francisco do Guaporé","RO",20266
"48","1101500","Seringueiras","RO",11856
"49","1101559","Teixeirópolis","RO",4308
"50","1101609","Theobroma","RO",10444
"51","1101708","Urupá","RO",11467
"52","1101757","Vale do Anari","RO",11204
"53","1101807","Vale do Paraíso","RO",6825
"54","1200013","Acrelândia","AC",15256
"55","1200054","Assis Brasil","AC",7417
"56","1200104","Brasiléia","AC",26278
"57","1200138","Bujari","AC",10266
"58","1200179","Capixaba","AC",11733
"59","1200203","Cruzeiro do Sul","AC",88376
"60","1200252","Epitaciolândia","AC",18411
"61","1200302","Feijó","AC",34780
"62","1200328","Jordão","AC",8317
"63","1200336","Mâncio Lima","AC",18977
"64","1200344","Manoel Urbano","AC",9459
"65","1200351","Marechal Thaumaturgo","AC",18867
"66","1200385","Plácido de Castro","AC",19761
"67","1200393","Porto Walter","AC",11982
"68","1200401","Rio Branco","AC",407319
"69","1200427","Rodrigues Alves","AC",18930
"70","1200435","Santa Rosa do Purus","AC",6540
"71","1200450","Senador Guiomard","AC",23024
"72","1200500","Sena Madureira","AC",45848
"73","1200609","Tarauacá","AC",42567
"74","1200708","Xapuri","AC",19323
"75","1200807","Porto Acre","AC",18504
"76","1300029","Alvarães","AM",16041
"77","1300060","Amaturá","AM",11536
"78","1300086","Anamã","AM",13614
"79","1300102","Anori","AM",21010
"80","1300144","Apuí","AM",21973
"81","1300201","Atalaia do Norte","AM",19921
"82","1300300","Autazes","AM",39565
"83","1300409","Barcelos","AM",27502
"84","1300508","Barreirinha","AM",32041
"85","1300607","Benjamin Constant","AM",42984
"86","1300631","Beruri","AM",19679
"87","1300680","Boa Vista do Ramos","AM",19207
"88","1300706","Boca do Acre","AM",34308
"89","1300805","Borba","AM",41161
"90","1300839","Caapiranga","AM",13081
"91","1300904","Canutama","AM",15629
"92","1301001","Carauari","AM",28294
"93","1301100","Careiro","AM",37869
"94","1301159","Careiro da Várzea","AM",30225
"95","1301209","Coari","AM",85097
"96","1301308","Codajás","AM",28637
"97","1301407","Eirunepé","AM",35273
"98","1301506","Envira","AM",20033
"99","1301605","Fonte Boa","AM",17609
"100","1301654","Guajará","AM",16678
"101","1301704","Humaitá","AM",55080
"102","1301803","Ipixuna","AM",29689
"103","1301852","Iranduba","AM",48296
"104","1301902","Itacoatiara","AM",101337
"105","1301951","Itamarati","AM",7851
"106","1302009","Itapiranga","AM",9148
"107","1302108","Japurá","AM",2755
"108","1302207","Juruá","AM",14712
"109","1302306","Jutaí","AM",14317
"110","1302405","Lábrea","AM",46069
"111","1302504","Manacapuru","AM",97377
"112","1302553","Manaquiri","AM",32105
"113","1302603","Manaus","AM",2182763
"114","1302702","Manicoré","AM",55751
"115","1302801","Maraã","AM",18224
"116","1302900","Maués","AM",63905
"117","1303007","Nhamundá","AM",21173
"118","1303106","Nova Olinda do Norte","AM",37378
"119","1303205","Novo Airão","AM",19454
"120","1303304","Novo Aripuanã","AM",25644
"121","1303403","Parintins","AM",114273
"122","1303502","Pauini","AM",19426
"123","1303536","Presidente Figueiredo","AM",36279
"124","1303569","Rio Preto da Eva","AM",33347
"125","1303601","Santa Isabel do Rio Negro","AM",25156
"126","1303700","Santo Antônio do Içá","AM",21602
"127","1303809","São Gabriel da Cachoeira","AM",45564
"128","1303908","São Paulo de Olivença","AM",39299
"129","1303957","São Sebastião do Uatumã","AM",14020
"130","1304005","Silves","AM",9171
"131","1304062","Tabatinga","AM",65844
"132","1304104","Tapauá","AM",17156
"133","1304203","Tefé","AM",59849
"134","1304237","Tonantins","AM",18755
"135","1304260","Uarini","AM",13540
"136","1304302","Urucará","AM",16256
"137","1304401","Urucurituba","AM",23065
"138","1400027","Amajari","RR",12796
"139","1400050","Alto Alegre","RR",15510
"140","1400100","Boa Vista","RR",399213
"141","1400159","Bonfim","RR",12409
"142","1400175","Cantá","RR",18335
"143","1400209","Caracaraí","RR",21926
"144","1400233","Caroebe","RR",10169
"145","1400282","Iracema","RR",11950
"146","1400308","Mucajaí","RR",17853
"147","1400407","Normandia","RR",11290
"148","1400456","Pacaraima","RR",17401
"149","1400472","Rorainópolis","RR",30163
"150","1400506","São João da Baliza","RR",8201
"151","1400605","São Luiz","RR",7986
"152","1400704","Uiramutã","RR",10559
"153","1500107","Abaetetuba","PA",157698
"154","1500131","Abel Figueiredo","PA",7434
"155","1500206","Acará","PA",55591
"156","1500305","Afuá","PA",39218
"157","1500347","Água Azul do Norte","PA",27430
"158","1500404","Alenquer","PA",56789
"159","1500503","Almeirim","PA",34109
"160","1500602","Altamira","PA",114594
"161","1500701","Anajás","PA",29277
"162","1500800","Ananindeua","PA",530598
"163","1500859","Anapu","PA",27890
"164","1500909","Augusto Corrêa","PA",45998
"165","1500958","Aurora do Pará","PA",31338
"166","1501006","Aveiro","PA",16388
"167","1501105","Bagre","PA",30673
"168","1501204","Baião","PA",47446
"169","1501253","Bannach","PA",3286
"170","1501303","Barcarena","PA",124680
"171","1501402","Belém","PA",1492745
"172","1501451","Belterra","PA",17732
"173","1501501","Benevides","PA",62737
"174","1501576","Bom Jesus do Tocantins","PA",16981
"175","1501600","Bonito","PA",16286
"176","1501709","Bragança","PA",127686
"177","1501725","Brasil Novo","PA",15086
"178","1501758","Brejo Grande do Araguaia","PA",7380
"179","1501782","Breu Branco","PA",66046
"180","1501808","Breves","PA",102701
"181","1501907","Bujaru","PA",29132
"182","1501956","Cachoeira do Piriá","PA",33900
"183","1502004","Cachoeira do Arari","PA",23767
"184","1502103","Cametá","PA",137890
"185","1502152","Canaã dos Carajás","PA",37085
"186","1502202","Capanema","PA",69027
"187","1502301","Capitão Poço","PA",54303
"188","1502400","Castanhal","PA",200793
"189","1502509","Chaves","PA",23717
"190","1502608","Colares","PA",12085
"191","1502707","Conceição do Araguaia","PA",47864
"192","1502756","Concórdia do Pará","PA",33318
"193","1502764","Cumaru do Norte","PA",13473
"194","1502772","Curionópolis","PA",17929
"195","1502806","Curralinho","PA",34448
"196","1502855","Curuá","PA",14393
"197","1502905","Curuçá","PA",40066
"198","1502939","Dom Eliseu","PA",59719
"199","1502954","Eldorado do Carajás","PA",33808
"200","1503002","Faro","PA",7194
"201","1503044","Floresta do Araguaia","PA",20304
"202","1503077","Garrafão do Norte","PA",26066
"203","1503093","Goianésia do Pará","PA",40475
"204","1503101","Gurupá","PA",33376
"205","1503200","Igarapé-Açu","PA",38807
"206","1503309","Igarapé-Miri","PA",62698
"207","1503408","Inhangapi","PA",11711
"208","1503457","Ipixuna do Pará","PA",64053
"209","1503507","Irituia","PA",32550
"210","1503606","Itaituba","PA",101247
"211","1503705","Itupiranga","PA",53269
"212","1503754","Jacareacanga","PA",8239
"213","1503804","Jacundá","PA",59155
"214","1503903","Juruti","PA",57943
"215","1504000","Limoeiro do Ajuru","PA",28935
"216","1504059","Mãe do Rio","PA",30077
"217","1504109","Magalhães Barata","PA",8548
"218","1504208","Marabá","PA",279349
"219","1504307","Maracanã","PA",29473
"220","1504406","Marapanim","PA",28336
"221","1504422","Marituba","PA",131521
"222","1504455","Medicilândia","PA",31597
"223","1504505","Melgaço","PA",27654
"224","1504604","Mocajuba","PA",31136
"225","1504703","Moju","PA",82094
"226","1504752","Mojuí dos Campos","PA",16084
"227","1504802","Monte Alegre","PA",58032
"228","1504901","Muaná","PA",40349
"229","1504950","Nova Esperança do Piriá","PA",21368
"230","1504976","Nova Ipixuna","PA",16678
"231","1505007","Nova Timboteua","PA",15363
"232","1505031","Novo Progresso","PA",25762
"233","1505064","Novo Repartimento","PA",75919
"234","1505106","Óbidos","PA",52137
"235","1505205","Oeiras do Pará","PA",32512
"236","1505304","Oriximiná","PA",73096
"237","1505403","Ourém","PA",17842
"238","1505437","Ourilândia do Norte","PA",32832
"239","1505486","Pacajá","PA",47706
"240","1505494","Palestina do Pará","PA",7589
"241","1505502","Paragominas","PA",113145
"242","1505536","Parauapebas","PA",208273
"243","1505551","Pau D'Arco","PA",5483
"244","1505601","Peixe-Boi","PA",8077
"245","1505635","Piçarra","PA",12981
"246","1505650","Placas","PA",30982
"247","1505700","Ponta de Pedras","PA",31082
"248","1505809","Portel","PA",62043
"249","1505908","Porto de Moz","PA",41135
"250","1506005","Prainha","PA",29866
"251","1506104","Primavera","PA",10825
"252","1506112","Quatipuru","PA",13608
"253","1506138","Redenção","PA",84787
"254","1506161","Rio Maria","PA",18193
"255","1506187","Rondon do Pará","PA",52357
"256","1506195","Rurópolis","PA",50510
"257","1506203","Salinópolis","PA",40675
"258","1506302","Salvaterra","PA",23752
"259","1506351","Santa Bárbara do Pará","PA",21079
"260","1506401","Santa Cruz do Arari","PA",10128
"261","1506500","Santa Izabel do Pará","PA",70801
"262","1506559","Santa Luzia do Pará","PA",19848
"263","1506583","Santa Maria das Barreiras","PA",21449
"264","1506609","Santa Maria do Pará","PA",24861
"265","1506708","Santana do Araguaia","PA",72817
"266","1506807","Santarém","PA",304589
"267","1506906","Santarém Novo","PA",6709
"268","1507003","Santo Antônio do Tauá","PA",31482
"269","1507102","São Caetano de Odivelas","PA",18050
"270","1507151","São Domingos do Araguaia","PA",25557
"271","1507201","São Domingos do Capim","PA",31989
"272","1507300","São Félix do Xingu","PA",128481
"273","1507409","São Francisco do Pará","PA",15882
"274","1507458","São Geraldo do Araguaia","PA",24847
"275","1507466","São João da Ponta","PA",6139
"276","1507474","São João de Pirabas","PA",23045
"277","1507508","São João do Araguaia","PA",13996
"278","1507607","São Miguel do Guamá","PA",58986
"279","1507706","São Sebastião da Boa Vista","PA",26640
"280","1507755","Sapucaia","PA",5930
"281","1507805","Senador José Porfírio","PA",11658
"282","1507904","Soure","PA",25374
"283","1507953","Tailândia","PA",106339
"284","1507961","Terra Alta","PA",11720
"285","1507979","Terra Santa","PA",18769
"286","1508001","Tomé-Açu","PA",63447
"287","1508035","Tracuateua","PA",30959
"288","1508050","Trairão","PA",18989
"289","1508084","Tucumã","PA",39602
"290","1508100","Tucuruí","PA",113659
"291","1508126","Ulianópolis","PA",59210
"292","1508159","Uruará","PA",45476
"293","1508209","Vigia","PA",53686
"294","1508308","Viseu","PA",61403
"295","1508357","Vitória do Xingu","PA",15134
"296","1508407","Xinguara","PA",44751
"297","1600055","Serra do Navio","AP",5397
"298","1600105","Amapá","AP",9109
"299","1600154","Pedra Branca do Amapari","AP",16502
"300","1600204","Calçoene","AP",11117
"301","1600212","Cutias","AP",5983
"302","1600238","Ferreira Gomes","AP",7780
"303","1600253","Itaubal","AP",5503
"304","1600279","Laranjal do Jari","AP",50410
"305","1600303","Macapá","AP",503327
"306","1600402","Mazagão","AP",21632
"307","1600501","Oiapoque","AP",27270
"308","1600535","Porto Grande","AP",21971
"309","1600550","Pracuúba","AP",5120
"310","1600600","Santana","AP",121364
"311","1600709","Tartarugalzinho","AP",17315
"312","1600808","Vitória do Jari","AP",15931
"313","1700251","Abreulândia","TO",2579
"314","1700301","Aguiarnópolis","TO",6733
"315","1700350","Aliança do Tocantins","TO",5390
"316","1700400","Almas","TO",7055
"317","1700707","Alvorada","TO",8412
"318","1701002","Ananás","TO",9549
"319","1701051","Angico","TO",3433
"320","1701101","Aparecida do Rio Negro","TO",4795
"321","1701309","Aragominas","TO",5758
"322","1701903","Araguacema","TO",7086
"323","1702000","Araguaçu","TO",8517
"324","1702109","Araguaína","TO",180470
"325","1702158","Araguanã","TO",5729
"326","1702208","Araguatins","TO",35761
"327","1702307","Arapoema","TO",6643
"328","1702406","Arraias","TO",10567
"329","1702554","Augustinópolis","TO",18412
"330","1702703","Aurora do Tocantins","TO",3757
"331","1702901","Axixá do Tocantins","TO",9756
"332","1703008","Babaçulândia","TO",10664
"333","1703057","Bandeirantes do Tocantins","TO",3553
"334","1703073","Barra do Ouro","TO",4591
"335","1703107","Barrolândia","TO",5632
"336","1703206","Bernardo Sayão","TO",4459
"337","1703305","Bom Jesus do Tocantins","TO",4894
"338","1703602","Brasilândia do Tocantins","TO",2201
"339","1703701","Brejinho de Nazaré","TO",5497
"340","1703800","Buriti do Tocantins","TO",11348
"341","1703826","Cachoeirinha","TO",2275
"342","1703842","Campos Lindos","TO",10116
"343","1703867","Cariri do Tocantins","TO",4382
"344","1703883","Carmolândia","TO",2580
"345","1703891","Carrasco Bonito","TO",4095
"346","1703909","Caseara","TO",5369
"347","1704105","Centenário","TO",2905
"348","1704600","Chapada de Areia","TO",1406
"349","1705102","Chapada da Natividade","TO",3333
"350","1705508","Colinas do Tocantins","TO",35424
"351","1705557","Combinado","TO",4852
"352","1705607","Conceição do Tocantins","TO",4105
"353","1706001","Couto Magalhães","TO",5588
"354","1706100","Cristalândia","TO",7289
"355","1706258","Crixás do Tocantins","TO",1722
"356","1706506","Darcinópolis","TO",6097
"357","1707009","Dianópolis","TO",22139
"358","1707108","Divinópolis do Tocantins","TO",6900
"359","1707207","Dois Irmãos do Tocantins","TO",7198
"360","1707306","Dueré","TO",4686
"361","1707405","Esperantina","TO",10996
"362","1707553","Fátima","TO",3835
"363","1707652","Figueirópolis","TO",5263
"364","1707702","Filadélfia","TO",8856
"365","1708205","Formoso do Araguaia","TO",18440
"366","1708254","Fortaleza do Tabocão","TO",2589
"367","1708304","Goianorte","TO",5123
"368","1709005","Goiatins","TO",13019
"369","1709302","Guaraí","TO",25923
"370","1709500","Gurupi","TO",86647
"371","1709807","Ipueiras","TO",2015
"372","1710508","Itacajá","TO",7433
"373","1710706","Itaguatins","TO",5864
"374","1710904","Itapiratins","TO",3777
"375","1711100","Itaporã do Tocantins","TO",2427
"376","1711506","Jaú do Tocantins","TO",3849
"377","1711803","Juarina","TO",2193
"378","1711902","Lagoa da Confusão","TO",13357
"379","1711951","Lagoa do Tocantins","TO",4316
"380","1712009","Lajeado","TO",3134
"381","1712157","Lavandeira","TO",1923
"382","1712405","Lizarda","TO",3740
"383","1712454","Luzinópolis","TO",3108
"384","1712504","Marianópolis do Tocantins","TO",5175
"385","1712702","Mateiros","TO",2684
"386","1712801","Maurilândia do Tocantins","TO",3426
"387","1713205","Miracema do Tocantins","TO",18248
"388","1713304","Miranorte","TO",13434
"389","1713601","Monte do Carmo","TO",7947
"390","1713700","Monte Santo do Tocantins","TO",2279
"391","1713809","Palmeiras do Tocantins","TO",6658
"392","1713957","Muricilândia","TO",3551
"393","1714203","Natividade","TO",9244
"394","1714302","Nazaré","TO",3898
"395","1714880","Nova Olinda","TO",11819
"396","1715002","Nova Rosalândia","TO",4260
"397","1715101","Novo Acordo","TO",4342
"398","1715150","Novo Alegre","TO",2332
"399","1715259","Novo Jardim","TO",2722
"400","1715507","Oliveira de Fátima","TO",1112
"401","1715705","Palmeirante","TO",6026
"402","1715754","Palmeirópolis","TO",7659
"403","1716109","Paraíso do Tocantins","TO",51252
"404","1716208","Paranã","TO",10449
"405","1716307","Pau D'Arco","TO",4849
"406","1716505","Pedro Afonso","TO",13578
"407","1716604","Peixe","TO",11749
"408","1716653","Pequizeiro","TO",5477
"409","1716703","Colméia","TO",8205
"410","1717008","Pindorama do Tocantins","TO",4447
"411","1717206","Piraquê","TO",3028
"412","1717503","Pium","TO",7654
"413","1717800","Ponte Alta do Bom Jesus","TO",4596
"414","1717909","Ponte Alta do Tocantins","TO",8039
"415","1718006","Porto Alegre do Tocantins","TO",3139
"416","1718204","Porto Nacional","TO",53010
"417","1718303","Praia Norte","TO",8432
"418","1718402","Presidente Kennedy","TO",3684
"419","1718451","Pugmil","TO",2688
"420","1718501","Recursolândia","TO",4293
"421","1718550","Riachinho","TO",4645
"422","1718659","Rio da Conceição","TO",2130
"423","1718709","Rio dos Bois","TO",2834
"424","1718758","Rio Sono","TO",6478
"425","1718808","Sampaio","TO",4711
"426","1718840","Sandolândia","TO",3375
"427","1718865","Santa Fé do Araguaia","TO",7512
"428","1718881","Santa Maria do Tocantins","TO",3434
"429","1718899","Santa Rita do Tocantins","TO",2365
"430","1718907","Santa Rosa do Tocantins","TO",4829
"431","1719004","Santa Tereza do Tocantins","TO",2866
"432","1720002","Santa Terezinha do Tocantins","TO",2529
"433","1720101","São Bento do Tocantins","TO",5324
"434","1720150","São Félix do Tocantins","TO",1585
"435","1720200","São Miguel do Tocantins","TO",12139
"436","1720259","São Salvador do Tocantins","TO",3082
"437","1720309","São Sebastião do Tocantins","TO",4805
"438","1720499","São Valério","TO",3960
"439","1720655","Silvanópolis","TO",5403
"440","1720804","Sítio Novo do Tocantins","TO",9029
"441","1720853","Sucupira","TO",1966
"442","1720903","Taguatinga","TO",16683
"443","1720937","Taipas do Tocantins","TO",2148
"444","1720978","Talismã","TO",2793
"445","1721000","Palmas","TO",299127
"446","1721109","Tocantínia","TO",7545
"447","1721208","Tocantinópolis","TO",22870
"448","1721257","Tupirama","TO",1891
"449","1721307","Tupiratins","TO",2671
"450","1722081","Wanderlândia","TO",11683
"451","1722107","Xambioá","TO",11540
"452","2100055","Açailândia","MA",112445
"453","2100105","Afonso Cunha","MA",6524
"454","2100154","Água Doce do Maranhão","MA",12571
"455","2100204","Alcântara","MA",22097
"456","2100303","Aldeias Altas","MA",26532
"457","2100402","Altamira do Maranhão","MA",8128
"458","2100436","Alto Alegre do Maranhão","MA",27053
"459","2100477","Alto Alegre do Pindaré","MA",31919
"460","2100501","Alto Parnaíba","MA",11190
"461","2100550","Amapá do Maranhão","MA",6962
"462","2100600","Amarante do Maranhão","MA",41435
"463","2100709","Anajatuba","MA",26803
"464","2100808","Anapurus","MA",15732
"465","2100832","Apicum-Açu","MA",17239
"466","2100873","Araguanã","MA",15426
"467","2100907","Araioses","MA",46440
"468","2100956","Arame","MA",32701
"469","2101004","Arari","MA",29848
"470","2101103","Axixá","MA",12130
"471","2101202","Bacabal","MA",104949
"472","2101251","Bacabeira","MA",17055
"473","2101301","Bacuri","MA",18582
"474","2101350","Bacurituba","MA",5644
"475","2101400","Balsas","MA",94887
"476","2101509","Barão de Grajaú","MA",18820
"477","2101608","Barra do Corda","MA",88212
"478","2101707","Barreirinhas","MA",62528
"479","2101731","Belágua","MA",7469
"480","2101772","Bela Vista do Maranhão","MA",11209
"481","2101806","Benedito Leite","MA",5632
"482","2101905","Bequimão","MA",21280
"483","2101939","Bernardo do Mearim","MA",6043
"484","2101970","Boa Vista do Gurupi","MA",9287
"485","2102002","Bom Jardim","MA",41630
"486","2102036","Bom Jesus das Selvas","MA",34028
"487","2102077","Bom Lugar","MA",16294
"488","2102101","Brejo","MA",36397
"489","2102150","Brejo de Areia","MA",9188
"490","2102200","Buriti","MA",28678
"491","2102309","Buriti Bravo","MA",23884
"492","2102325","Buriticupu","MA",72358
"493","2102358","Buritirana","MA",15430
"494","2102374","Cachoeira Grande","MA",9431
"495","2102408","Cajapió","MA",11177
"496","2102507","Cajari","MA",19379
"497","2102556","Campestre do Maranhão","MA",14374
"498","2102606","Cândido Mendes","MA",20178
"499","2102705","Cantanhede","MA",21995
"500","2102754","Capinzal do Norte","MA",10934
"501","2102804","Carolina","MA",24322
"502","2102903","Carutapera","MA",23807
"503","2103000","Caxias","MA",164880
"504","2103109","Cedral","MA",10675
"505","2103125","Central do Maranhão","MA",8673
"506","2103158","Centro do Guilherme","MA",13458
"507","2103174","Centro Novo do Maranhão","MA",21622
"508","2103208","Chapadinha","MA",79675
"509","2103257","Cidelândia","MA",14697
"510","2103307","Codó","MA",122859
"511","2103406","Coelho Neto","MA",49435
"512","2103505","Colinas","MA",41178
"513","2103554","Conceição do Lago-Açu","MA",16237
"514","2103604","Coroatá","MA",65296
"515","2103703","Cururupu","MA",32695
"516","2103752","Davinópolis","MA",12908
"517","2103802","Dom Pedro","MA",23350
"518","2103901","Duque Bacelar","MA",11349
"519","2104008","Esperantinópolis","MA",17241
"520","2104057","Estreito","MA",41946
"521","2104073","Feira Nova do Maranhão","MA",8504
"522","2104081","Fernando Falcão","MA",10360
"523","2104099","Formosa da Serra Negra","MA",19089
"524","2104107","Fortaleza dos Nogueiras","MA",12631
"525","2104206","Fortuna","MA",15552
"526","2104305","Godofredo Viana","MA",11819
"527","2104404","Gonçalves Dias","MA",17934
"528","2104503","Governador Archer","MA",10840
"529","2104552","Governador Edison Lobão","MA",18296
"530","2104602","Governador Eugênio Barros","MA",16828
"531","2104628","Governador Luiz Rocha","MA",7807
"532","2104651","Governador Newton Bello","MA",10180
"533","2104677","Governador Nunes Freire","MA",25577
"534","2104701","Graça Aranha","MA",6262
"535","2104800","Grajaú","MA",69527
"536","2104909","Guimarães","MA",12030
"537","2105005","Humberto de Campos","MA",28717
"538","2105104","Icatu","MA",27113
"539","2105153","Igarapé do Meio","MA",14177
"540","2105203","Igarapé Grande","MA",11320
"541","2105302","Imperatriz","MA",258682
"542","2105351","Itaipava do Grajaú","MA",16057
"543","2105401","Itapecuru Mirim","MA",68203
"544","2105427","Itinga do Maranhão","MA",26000
"545","2105450","Jatobá","MA",10153
"546","2105476","Jenipapo dos Vieiras","MA",16515
"547","2105500","João Lisboa","MA",23632
"548","2105609","Joselândia","MA",16168
"549","2105658","Junco do Maranhão","MA",3432
"550","2105708","Lago da Pedra","MA",50266
"551","2105807","Lago do Junco","MA",10840
"552","2105906","Lago Verde","MA",16257
"553","2105922","Lagoa do Mato","MA",11250
"554","2105948","Lago dos Rodrigues","MA",8873
"555","2105963","Lagoa Grande do Maranhão","MA",11394
"556","2105989","Lajeado Novo","MA",7550
"557","2106003","Lima Campos","MA",11893
"558","2106102","Loreto","MA",12157
"559","2106201","Luís Domingues","MA",6951
"560","2106300","Magalhães de Almeida","MA",19826
"561","2106326","Maracaçumé","MA",21395
"562","2106359","Marajá do Sena","MA",7792
"563","2106375","Maranhãozinho","MA",16265
"564","2106409","Mata Roma","MA",16829
"565","2106508","Matinha","MA",23370
"566","2106607","Matões","MA",33782
"567","2106631","Matões do Norte","MA",16745
"568","2106672","Milagres do Maranhão","MA",8464
"569","2106706","Mirador","MA",21015
"570","2106755","Miranda do Norte","MA",28381
"571","2106805","Mirinzal","MA",14962
"572","2106904","Monção","MA",33434
"573","2107001","Montes Altos","MA",9160
"574","2107100","Morros","MA",19433
"575","2107209","Nina Rodrigues","MA",14454
"576","2107258","Nova Colinas","MA",5384
"577","2107308","Nova Iorque","MA",4683
"578","2107357","Nova Olinda do Maranhão","MA",20928
"579","2107407","Olho d'Água das Cunhãs","MA",19505
"580","2107456","Olinda Nova do Maranhão","MA",14701
"581","2107506","Paço do Lumiar","MA",122197
"582","2107605","Palmeirândia","MA",19722
"583","2107704","Paraibano","MA",21386
"584","2107803","Parnarama","MA",34907
"585","2107902","Passagem Franca","MA",19019
"586","2108009","Pastos Bons","MA",19472
"587","2108058","Paulino Neves","MA",16035
"588","2108108","Paulo Ramos","MA",21040
"589","2108207","Pedreiras","MA",39229
"590","2108256","Pedro do Rosário","MA",25144
"591","2108306","Penalva","MA",38470
"592","2108405","Peri Mirim","MA",14318
"593","2108454","Peritoró","MA",23196
"594","2108504","Pindaré-Mirim","MA",32941
"595","2108603","Pinheiro","MA",83387
"596","2108702","Pio XII","MA",21485
"597","2108801","Pirapemas","MA",18625
"598","2108900","Poção de Pedras","MA",17873
"599","2109007","Porto Franco","MA",23885
"600","2109056","Porto Rico do Maranhão","MA",5975
"601","2109106","Presidente Dutra","MA",47804
"602","2109205","Presidente Juscelino","MA",12734
"603","2109239","Presidente Médici","MA",7015
"604","2109270","Presidente Sarney","MA",18918
"605","2109304","Presidente Vargas","MA",11193
"606","2109403","Primeira Cruz","MA",15315
"607","2109452","Raposa","MA",30761
"608","2109502","Riachão","MA",20195
"609","2109551","Ribamar Fiquene","MA",7791
"610","2109601","Rosário","MA",42740
"611","2109700","Sambaíba","MA",5671
"612","2109759","Santa Filomena do Maranhão","MA",7773
"613","2109809","Santa Helena","MA",42130
"614","2109908","Santa Inês","MA",89044
"615","2110005","Santa Luzia","MA",72667
"616","2110039","Santa Luzia do Paruá","MA",25254
"617","2110104","Santa Quitéria do Maranhão","MA",25642
"618","2110203","Santa Rita","MA",37855
"619","2110237","Santana do Maranhão","MA",13386
"620","2110278","Santo Amaro do Maranhão","MA",15846
"621","2110302","Santo Antônio dos Lopes","MA",14528
"622","2110401","São Benedito do Rio Preto","MA",18663
"623","2110500","São Bento","MA",45211
"624","2110609","São Bernardo","MA",28507
"625","2110658","São Domingos do Azeitão","MA",7392
"626","2110708","São Domingos do Maranhão","MA",34376
"627","2110807","São Félix de Balsas","MA",4585
"628","2110856","São Francisco do Brejão","MA",11798
"629","2110906","São Francisco do Maranhão","MA",12210
"630","2111003","São João Batista","MA",20665
"631","2111029","São João do Carú","MA",15808
"632","2111052","São João do Paraíso","MA",11177
"633","2111078","São João do Soter","MA",18543
"634","2111102","São João dos Patos","MA",25929
"635","2111201","São José de Ribamar","MA",177687
"636","2111250","São José dos Basílios","MA",7641
"637","2111300","São Luís","MA",1101884
"638","2111409","São Luís Gonzaga do Maranhão","MA",18856
"639","2111508","São Mateus do Maranhão","MA",41529
"640","2111532","São Pedro da Água Branca","MA",12690
"641","2111573","São Pedro dos Crentes","MA",4668
"642","2111607","São Raimundo das Mangabeiras","MA",18868
"643","2111631","São Raimundo do Doca Bezerra","MA",5237
"644","2111672","São Roberto","MA",6719
"645","2111706","São Vicente Ferrer","MA",22247
"646","2111722","Satubinha","MA",13914
"647","2111748","Senador Alexandre Costa","MA",11141
"648","2111763","Senador La Rocque","MA",14293
"649","2111789","Serrano do Maranhão","MA",10253
"650","2111805","Sítio Novo","MA",18081
"651","2111904","Sucupira do Norte","MA",10636
"652","2111953","Sucupira do Riachão","MA",5660
"653","2112001","Tasso Fragoso","MA",8521
"654","2112100","Timbiras","MA",29124
"655","2112209","Timon","MA",169107
"656","2112233","Trizidela do Vale","MA",21998
"657","2112274","Tufilândia","MA",5840
"658","2112308","Tuntum","MA",41832
